Business Summary Report,
,,,
,
,
Seller Name,Agreement Document No,Main Ref. No.,Currency,Limit Amount,Buyer Name,Status,Number of Invoices,Total Invoice Amount,Invoice Balance,Available Financing Amount,Total Financing Amount,Financing Balance
C010791nm,,EFCSBANK2310000141PCA,,0.00,C010792nm,,0,0.00,0.00,0.00,0.00,0.00
C010791nm,,EFCSBANK2310003452PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010791nm,,EFCSBANK2310005630SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010791nm,111222,EFCSBANK2310006117,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010872nm,111222,EFCSBANK2310000112,USD,"100 000.00",C010873nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010872nm,111222,EFCSBANK2310005526PPF,USD,"100 000.00",C010873nm,,0,0.00,0.00,0.00,0.00,0.00
C010872nm,,EFCSBANK2310000142PCA,,0.00,C010873nm,,0,0.00,0.00,0.00,0.00,0.00
C010872nm,,EFCSBANK2310003454PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010872nm,,EFCSBANK2310005631SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010872nm,111222,EFCSBANK2310006119,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010896nm,111222,EFCSBANK2310000113,USD,"100 000.00",C010897nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010896nm,111222,EFCSBANK2310005527PPF,USD,"100 000.00",C010897nm,,0,0.00,0.00,0.00,0.00,0.00
C010896nm,,EFCSBANK2310000143PCA,,0.00,C010897nm,,0,0.00,0.00,0.00,0.00,0.00
C010896nm,,EFCSBANK2310003456PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010896nm,,EFCSBANK2310005632SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010896nm,111222,EFCSBANK2310006120,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011023nm,,EFCSBANK2311000144PCA,,0.00,C011024nm,,0,0.00,0.00,0.00,0.00,0.00
C011023nm,,EFCSBANK2311005633SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011023nm,111222,EFCSBANK2311006121,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011027nm,111222,EFCSBANK2311000114,USD,0.00,C011028nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011027nm,,EFCSBANK2311000145PCA,,0.00,C011028nm,,0,0.00,0.00,0.00,0.00,0.00
C011027nm,,EFCSBANK2311005634SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011027nm,111222,EFCSBANK2311006122,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C011034nm,,EFCSBANK2311000146PCA,,0.00,C011035nm,,0,0.00,0.00,0.00,0.00,0.00
C011034nm,,EFCSBANK2311005635SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011036nm,,EFCSBANK2311000147PCA,,0.00,C011037nm,,0,0.00,0.00,0.00,0.00,0.00
C011036nm,,EFCSBANK2311005636SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011040nm,,EFCSBANK2311000148PCA,,0.00,C011041nm,,0,0.00,0.00,0.00,0.00,0.00
C011040nm,,EFCSBANK2311005637SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011043nm,,EFCSBANK2311000149PCA,,0.00,C011044nm,,0,0.00,0.00,0.00,0.00,0.00
C011043nm,,EFCSBANK2311005638SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011045nm,,EFCSBANK2311000150PCA,,0.00,C011046nm,,0,0.00,0.00,0.00,0.00,0.00
C011045nm,,EFCSBANK2311005639SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011045nm,111222,EFCSBANK2311006123,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011047nm,111222,EFCSBANK2311000115,USD,"100 000.00",C011048nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C011047nm,111222,EFCSBANK2311005528PPF,USD,"100 000.00",C011048nm,,0,0.00,0.00,0.00,0.00,0.00
C011047nm,,EFCSBANK2311000151PCA,,0.00,C011048nm,,0,0.00,0.00,0.00,0.00,0.00
C011047nm,,EFCSBANK2311003458PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011047nm,,EFCSBANK2311005640SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011047nm,111222,EFCSBANK2311006124,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011056nm,,EFCSBANK2311000152PCA,,0.00,C011057nm,,0,0.00,0.00,0.00,0.00,0.00
C011056nm,,EFCSBANK2311005641SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011056nm,111222,EFCSBANK2311006125,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011058nm,,EFCSBANK2311000153PCA,,0.00,C011059nm,,0,0.00,0.00,0.00,0.00,0.00
C011058nm,,EFCSBANK2311005642SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011058nm,111222,EFCSBANK2311006126,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011060nm,111222,EFCSBANK2311000116,USD,"100 000.00",C011061nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011060nm,111222,EFCSBANK2311005529PPF,USD,"100 000.00",C011061nm,,0,0.00,0.00,0.00,0.00,0.00
C011060nm,,EFCSBANK2311000154PCA,,0.00,C011061nm,,0,0.00,0.00,0.00,0.00,0.00
C011060nm,,EFCSBANK2311003460PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011060nm,,EFCSBANK2311005643SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011060nm,111222,EFCSBANK2311006127,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011074nm,,EFCSBANK2311000155PCA,,0.00,C011075nm,,0,0.00,0.00,0.00,0.00,0.00
C011074nm,,EFCSBANK2311005644SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011074nm,111222,EFCSBANK2311006128,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011076nm,,EFCSBANK2311000156PCA,,0.00,C011077nm,,0,0.00,0.00,0.00,0.00,0.00
C011076nm,,EFCSBANK2311005645SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011076nm,111222,EFCSBANK2311006129,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011078nm,111222,EFCSBANK2311000117,USD,"2 000.00",C011079nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C011078nm,111222,EFCSBANK2311005530PPF,USD,"2 000.00",C011079nm,,0,0.00,0.00,0.00,0.00,0.00
C011078nm,,EFCSBANK2311000157PCA,,0.00,C011079nm,,0,0.00,0.00,0.00,0.00,0.00
C011078nm,,EFCSBANK2311003462PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011078nm,,EFCSBANK2311005646SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C011078nm,111222,EFCSBANK2311006130,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011080nm,,EFCSBANK2311005647SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011082nm,111222,EFCSBANK2311000118,USD,"2 000.00",C011083nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C011082nm,111222,EFCSBANK2311005531PPF,USD,"2 000.00",C011083nm,,0,0.00,0.00,0.00,0.00,0.00
C011082nm,,EFCSBANK2311000158PCA,,0.00,C011083nm,,0,0.00,0.00,0.00,0.00,0.00
C011082nm,,EFCSBANK2311003464PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011082nm,,EFCSBANK2311005648SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011082nm,111222,EFCSBANK2311006131,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011084nm,,EFCSBANK2311005649SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011086nm,111222,EFCSBANK2311000119,USD,"2 000.00",C011087nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C011086nm,111222,EFCSBANK2311005532PPF,USD,"2 000.00",C011087nm,,0,0.00,0.00,0.00,0.00,0.00
C011086nm,,EFCSBANK2311000159PCA,,0.00,C011087nm,,0,0.00,0.00,0.00,0.00,0.00
C011086nm,,EFCSBANK2311003466PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011086nm,,EFCSBANK2311005650SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011086nm,111222,EFCSBANK2311006132,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011088nm,,EFCSBANK2311000160PCA,,0.00,C011089nm,,0,0.00,0.00,0.00,0.00,0.00
C011088nm,,EFCSBANK2311005651SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011090nm,111222,EFCSBANK2311000120,USD,"10 000.00",C011091nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C011090nm,111222,EFCSBANK2311005533PPF,USD,"10 000.00",C011091nm,,0,0.00,0.00,0.00,0.00,0.00
C011090nm,,EFCSBANK2311000161PCA,,0.00,C011091nm,,0,0.00,0.00,0.00,0.00,0.00
C011090nm,,EFCSBANK2311003468PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011090nm,,EFCSBANK2311005652SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011090nm,111222,EFCSBANK2311006133,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011092nm,111222,EFCSBANK2311000121,USD,"10 000.00",C011093nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C011092nm,111222,EFCSBANK2311005534PPF,USD,"10 000.00",C011093nm,,0,0.00,0.00,0.00,0.00,0.00
C011092nm,,EFCSBANK2311000162PCA,,0.00,C011093nm,,0,0.00,0.00,0.00,0.00,0.00
C011092nm,,EFCSBANK2311003470PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011092nm,,EFCSBANK2311005653SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011092nm,111222,EFCSBANK2311006134,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011094nm,111222,EFCSBANK2311000122,USD,"10 000.00",C011095nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C011094nm,111222,EFCSBANK2311005535PPF,USD,"10 000.00",C011095nm,,0,0.00,0.00,0.00,0.00,0.00
C011094nm,,EFCSBANK2311000163PCA,,0.00,C011095nm,,0,0.00,0.00,0.00,0.00,0.00
C011094nm,,EFCSBANK2311003472PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011094nm,,EFCSBANK2311005654SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011094nm,111222,EFCSBANK2311006135,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011100nm,,EFCSBANK2311000164PCA,,0.00,C011101nm,,0,0.00,0.00,0.00,0.00,0.00
C011100nm,,EFCSBANK2311005655SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011100nm,111222,EFCSBANK2311006136,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011102nm,,EFCSBANK2311000165PCA,,0.00,C011103nm,,0,0.00,0.00,0.00,0.00,0.00
C011102nm,,EFCSBANK2311005656SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C011102nm,111222,EFCSBANK2311006137,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011104nm,,EFCSBANK2311000166PCA,,0.00,C011105nm,,0,0.00,0.00,0.00,0.00,0.00
C011104nm,,EFCSBANK2311005657SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011104nm,111222,EFCSBANK2311006138,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011106nm,,EFCSBANK2311000167PCA,,0.00,C011107nm,,0,0.00,0.00,0.00,0.00,0.00
C011106nm,,EFCSBANK2311005658SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011106nm,111222,EFCSBANK2311006139,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011108nm,,EFCSBANK2311000168PCA,,0.00,C011109nm,,0,0.00,0.00,0.00,0.00,0.00
C011108nm,,EFCSBANK2311005659SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011108nm,111222,EFCSBANK2311006140,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011110nm,,EFCSBANK2311000169PCA,,0.00,C011111nm,,0,0.00,0.00,0.00,0.00,0.00
C011110nm,,EFCSBANK2311005660SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011110nm,111222,EFCSBANK2311006141,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011112nm,,EFCSBANK2311000170PCA,,0.00,C011113nm,,0,0.00,0.00,0.00,0.00,0.00
C011112nm,,EFCSBANK2311005661SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011112nm,111222,EFCSBANK2311006142,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011114nm,,EFCSBANK2311000171PCA,,0.00,C011115nm,,0,0.00,0.00,0.00,0.00,0.00
C011114nm,,EFCSBANK2311005662SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011114nm,111222,EFCSBANK2311006143,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011116nm,,EFCSBANK2311000172PCA,,0.00,C011117nm,,0,0.00,0.00,0.00,0.00,0.00
C011116nm,,EFCSBANK2311005663SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011116nm,111222,EFCSBANK2311006144,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011118nm,,EFCSBANK2311000173PCA,,0.00,C011119nm,,0,0.00,0.00,0.00,0.00,0.00
C011118nm,,EFCSBANK2311005664SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011118nm,111222,EFCSBANK2311006145,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011120nm,111222,EFCSBANK2311000124,USD,"100 000.00",C011121nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011120nm,,EFCSBANK2311000174PCA,,0.00,C011121nm,,0,0.00,0.00,0.00,0.00,0.00
C011120nm,,EFCSBANK2311003474PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011120nm,,EFCSBANK2311005665SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011120nm,111222,EFCSBANK2311006146,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011122nm,111222,EFCSBANK2311000125,USD,"100 000.00",C011123nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011122nm,,EFCSBANK2311000175PCA,,0.00,C011123nm,,0,0.00,0.00,0.00,0.00,0.00
C011122nm,,EFCSBANK2311003476PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011122nm,,EFCSBANK2311005666SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011122nm,111222,EFCSBANK2311006147,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011124nm,111222,EFCSBANK2311000126,USD,"100 000.00",C011125nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011124nm,,EFCSBANK2311000176PCA,,0.00,C011125nm,,0,0.00,0.00,0.00,0.00,0.00
C011124nm,,EFCSBANK2311003478PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011124nm,,EFCSBANK2311005667SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011124nm,111222,EFCSBANK2311006148,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C011126nm,111222,EFCSBANK2311000127,USD,"100 000.00",C011127nm,Active,0,0.00,0.00,0.00,0.00,0.00
C011126nm,,EFCSBANK2311000177PCA,,0.00,C011127nm,,0,0.00,0.00,0.00,0.00,0.00
C011126nm,,EFCSBANK2311003480PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011126nm,,EFCSBANK2311005668SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011126nm,111222,EFCSBANK2311006149,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011128nm,111222,EFCSBANK2311000128,USD,"100 000.00",C011129nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C011128nm,111222,EFCSBANK2311005537PPF,USD,"100 000.00",C011129nm,,0,0.00,0.00,0.00,0.00,0.00
C011128nm,,EFCSBANK2311000178PCA,,0.00,C011129nm,,0,0.00,0.00,0.00,0.00,0.00
C011128nm,,EFCSBANK2311003482PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011128nm,,EFCSBANK2311005669SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011128nm,111222,EFCSBANK2311006150,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011136nm,,EFCSBANK2311000179PCA,,0.00,C011137nm,,0,0.00,0.00,0.00,0.00,0.00
C011136nm,,EFCSBANK2311005670SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011136nm,111222,EFCSBANK2311006151,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011154nm,,EFCSBANK2311005671SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011156nm,,EFCSBANK2311000181PCA,,0.00,C011157nm,,0,0.00,0.00,0.00,0.00,0.00
C011156nm,,EFCSBANK2311005672SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011158nm,111222,EFCSBANK2311000130,USD,"100 000.00",C011159nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C011158nm,111222,EFCSBANK2311005536PPF,USD,"100 000.00",C011159nm,,0,0.00,0.00,0.00,0.00,0.00
C011158nm,,EFCSBANK2311000182PCA,,0.00,C011159nm,,0,0.00,0.00,0.00,0.00,0.00
C011158nm,,EFCSBANK2311003484PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011158nm,,EFCSBANK2311005673SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011158nm,111222,EFCSBANK2311006153,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C011824nm,SCF240614,EFCSBANK2406006168,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
CYNTHIA CONSTRUCTION,,EFCSBANK2406005678SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
DASMA HARDWARE,DH001,EFCSBANK2407000141,USD,"300 000.00",ETIVAC EXPRESS,Active,22,"52 340.00","47 420.00","37 563.00","10 260.00","7 410.00"
DASMA HARDWARE,DH001,EFCSBANK2407000143,USD,"10 000.00",Expro Coffee Suppliers Pvt Ltd.,Active,0,0.00,0.00,0.00,0.00,0.00
DASMA HARDWARE,DH001,EFCSBANK2407005551PPF,USD,"300 000.00",ETIVAC EXPRESS,,0,0.00,0.00,0.00,0.00,0.00
DASMA HARDWARE,,EFCSBANK2407000136PCA,,0.00,ETIVAC EXPRESS,,0,0.00,0.00,0.00,0.00,0.00
DASMA HARDWARE,,EFCSBANK2407005559SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
DCS ENTERPRISE,,EFCSBANK2406000134PCA,,0.00,EAGLE CONSTRUCTION SUPPLIES,,0,0.00,0.00,0.00,0.00,0.00
DCS ENTERPRISE,AGM006,EFCSBANK2406000140,,0.00,Expro Coffee Suppliers Pvt Ltd.,Active,0,0.00,0.00,0.00,0.00,0.00
DCS ENTERPRISE,,EFCSBANK2406005688SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
DCS ENTERPRISE,AGM006,EFCSBANK2406006167,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
EAGLE CONSTRUCTION SUPPLIES,AGM003,EFCSBANK2406000128,,0.00,TOPGIRL,Active,0,0.00,0.00,0.00,0.00,0.00
EAGLE CONSTRUCTION SUPPLIES,,EFCSBANK2406005677SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FABRIC HOUSE MANILA,AGM002,EFCSBANK2406000126,,0.00,TOPGIRL,Active,0,0.00,0.00,0.00,0.00,0.00
FABRIC HOUSE MANILA,AGM002,EFCSBANK2406005540PPF,,0.00,TOPGIRL,,0,0.00,0.00,0.00,0.00,0.00
FABRIC HOUSE MANILA,,EFCSBANK2406005676SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FABRIC HOUSE MANILA,,EFCSBANK2406005682SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
FACTOR TEST B,111222,EFCSBANK2304000012,USD,"900 000.00",FACTOR TEST A,Active,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST B,,EFCSBANK2304000016PCA,,0.00,FACTOR TEST A,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST B,111222,EFCSBANK2304005468PPF,,0.00,FACTOR TEST A,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST B,111222,EFCSBANK2304005469PPF,,0.00,FACTOR TEST A,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST B,,EFCSBANK2304005489SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST B,111222,EFCSBANK2304005988,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBB,AGM240607,EFCSBANK2406000134,USD,0.00,FACTOR TEST CCCC,Active,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBB,,EFCSBANK2406000132PCA,,0.00,FACTOR TEST CCCC,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBB,AGM240607,EFCSBANK2406005541PPF,,0.00,FACTOR TEST CCCC,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBB,,EFCSBANK2406005679SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBB,AGM240607,EFCSBANK2406006163,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBBB,AGM231120,EFCSBANK2406000135,USD,"999 999.00",FACTOR TEST CCC,Active,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBBB,,EFCSBANK2406000133PCA,,0.00,FACTOR TEST CCC,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBBB,AGM231120,EFCSBANK2406005542PPF,,0.00,FACTOR TEST CCC,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBBB,,EFCSBANK2406005680SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST BBBB,AGM231120,EFCSBANK2406006164,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,AGM240604,EFCSBANK2406000124,USD,"10 000.00",FACTOR TEST BBB,Active,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,AGM240604,EFCSBANK2406000125,,0.00,C011802NM,Active,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,,EFCSBANK2406000131PCA,,0.00,FACTOR TEST BBB,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,AGM240604,EFCSBANK2406005539PPF,,0.00,FACTOR TEST BBB,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,,EFCSBANK2406005675SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
FACTOR TEST CCCC,AGM240604,EFCSBANK2406006158,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,AGM0001,EFCSBANK2406005538PPF,USD,"80 000.00",FLORA'S FLOUR,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,AGM0001,EFCSBANK2406005547PPF,USD,"80 000.00",FLORA'S FLOUR,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,AGM0001,EFCSBANK2406005549PPF,USD,"80 000.00",FLORA'S FLOUR,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,AGM0001,EFCSBANK2406005550PPF,USD,"80 000.00",FLORA'S FLOUR,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,,EFCSBANK2406005674SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
Late Night Oven,AGM0001,EFCSBANK2406006157,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
Zz Test Company 04,TRACYEF001,EFCSBANK2402006154,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
